PID,ISB,Strecke_Nummer,Strecke_Bezeichnung,Strecke_Art,BP_Von_Abschnitt,BP_Von_Abschnitt_Bezeichnung,BP_Bis_Abschnitt,BP_Bis_Abschnitt_Bezeichnung,Anzahl_Zuege,gdname,gd_ident,didok,KOORDZ,KOORDY,KOORDX,Reiner Betriebspunkt,TU Nummer,Bedienpunkt Cargo,land,Haltestelle,Gde Nummer,gdnr,TU Abkuerzung,Tarifhaltestelle,geopos_von,geopos_bis
SBB_FRAE_KAL,SBB,18,Payerne - Kerzers - Lyss - Büren (ohne Lyss - Busswil),STRECKE,FRAE,Fräschels,KAL,Kallnach,14550,Fräschels,Ident,4401,440.9,582309.51,205366.56,None,11,None,Switzerland,*,2258,2258,SBB CFF FFS,None,"7.20603924841, 46.9991172317","7.23518899315, 47.0255166995"
SBB_KAL_BRG,SBB,18,Payerne - Kerzers - Lyss - Büren (ohne Lyss - Busswil),STRECKE,KAL,Kallnach,BRG,Bargen,14550,Kallnach,Ident,4402,444.9,584534.22,208295.24,None,11,*,Switzerland,*,304,304,SBB CFF FFS,None,"7.23518899315, 47.0255166995","7.26117887925, 47.0401563641"
SBB_KZPP_FRAE,SBB,18,Payerne - Kerzers - Lyss - Büren (ohne Lyss - Busswil),STRECKE,KZPP,Kerzers Papiliorama,FRAE,Fräschels,14551,Kerzers,Ident,16444,437.8,581792.18,204328.67,None,11,*,Switzerland,*,2265,2265,SBB CFF FFS,None,"7.19927931085, 46.9897672874","7.20603924841, 46.9991172317"
SBB_LOEW_MUN,SBB,18,Payerne - Kerzers - Lyss - Büren (ohne Lyss - Busswil),STRECKE,LOEW,Muntelier-Löwenberg,MUN,Muntelier,48773,Murten,Ident,4140,438.7,576747.59,198587.66,None,11,None,Switzerland,*,2275,2275,SBB CFF FFS,None,"7.1332605464, 46.9379681633","7.13805048089, 46.9412080192"
SBB_BUS_LY,SBB,20,Madretsch - Lyss - Zollikofen,STRECKE,BUS,Busswil,LY,Lyss,75858,Lyss,Ident,4415,437.5,590889.01,216414.31,None,11,*,Switzerland,*,306,306,SBB CFF FFS,None,"7.31861730683, 47.0986660244","7.30629805425, 47.0763162285"
SBB_MAD_BGG,SBB,20,Madretsch - Lyss - Zollikofen,STRECKE,MAD,Madretsch,BGG,Brügg BE,59502,Biel/Bienne,Ident,4440,437,586403.68,219625.74,*,11,None,Switzerland,None,371,371,SBB CFF FFS,None,"7.25943801024, 47.1274749265","7.27821782075, 47.1236251515"
SBB_MUEB_ZOL,SBB,20,Madretsch - Lyss - Zollikofen,STRECKE,MUEB,Münchenbuchsee,ZOL,Zollikofen,67561,Münchenbuchsee,Ident,4411,553.6,601012.46,207813.88,None,11,*,Switzerland,*,546,546,SBB CFF FFS,None,"7.4519489342, 47.0213683611","7.46290939477, 47.0018185653"
SBB_STU_BUS,SBB,20,Madretsch - Lyss - Zollikofen,STRECKE,STU,Studen BE,BUS,Busswil,58984,Studen (BE),Ident,4441,436.1,589610.61,217723.8,None,11,None,Switzerland,*,749,749,SBB CFF FFS,None,"7.30174750033, 47.1104257577","7.31861730683, 47.0986660244"
SBB_BUB_RUE,SBB,64,Zürich Stadelhofen / Wallisellen - Uster - Rapperswil,STRECKE,BUB,Bubikon,RUE,Rüti ZH,56049,Bubikon,Ident,3122,509.7,704730.13,236472.2,None,11,*,Switzerland,*,112,112,SBB CFF FFS,None,"8.8226895746, 47.2708415294","8.85405970765, 47.26048157"
SBB_STET_NGUT,SBB,64,Zürich Stadelhofen / Wallisellen - Uster - Rapperswil,STRECKE,STET,Stettbach,NGUT,Neugut (Abzw),151339,Dübendorf,div,3147,440.1,687379.92,250242.88,None,11,None,Switzerland,*,261,191,SBB CFF FFS,None,"8.5961184887, 47.3972111889","8.6034284778, 47.4038312239"
SBB_UST_AAT,SBB,64,Zürich Stadelhofen / Wallisellen - Uster - Rapperswil,STRECKE,UST,Uster,AAT,Aathal,87386,Uster,Ident,3125,463.9,696716.27,245178.44,None,11,*,Switzerland,*,198,198,SBB CFF FFS,None,"8.71867876722, 47.350361526","8.76559873212, 47.3359518332"
SBB_FB_KPT,SBB,65,Zürich Stadelhofen - Meilen - Rapperswil,STRECKE,FB,Feldbach,KPT,Kempraten,28972,Hombrechtikon,Ident,3109,426.7,701823.04,232902.29,None,11,None,Switzerland,*,153,153,SBB CFF FFS,None,"8.78346997607, 47.2391913064","8.81427978814, 47.2383913685"
SBB_HERL_ML,SBB,65,Zürich Stadelhofen - Meilen - Rapperswil,STRECKE,HERL,Herrliberg-Feldmeilen,ML,Meilen,51979,Zürichsee (ZH),div,3103,423.7,688824.25,237433.75,None,11,*,Switzerland,*,156,9051,SBB CFF FFS,None,"8.61270957963, 47.2818211377","8.64427953565, 47.2698110819"
SBB_MAEN_STAE,SBB,65,Zürich Stadelhofen - Meilen - Rapperswil,STRECKE,MAEN,Männedorf,STAE,Stäfa,29525,Männedorf,Ident,3106,419.5,694897,234369.86,None,11,*,Switzerland,*,155,155,SBB CFF FFS,None,"8.69231915669, 47.2534212054","8.72161927423, 47.2405212455"
SBB_STAE_UER,SBB,65,Zürich Stadelhofen - Meilen - Rapperswil,STRECKE,STAE,Stäfa,UER,Uerikon,28718,Stäfa,Ident,3107,414.3,697138.1,232971.71,None,11,*,Switzerland,*,158,158,SBB CFF FFS,None,"8.72161927423, 47.2405212455","8.752599776, 47.2358513371"
SBB_ZK_KGO,SBB,65,Zürich Stadelhofen - Meilen - Rapperswil,STRECKE,ZK,Zollikon,KGO,Küsnacht Goldbach,82094,Zürichsee (ZH),div,3100,415.4,685482.36,243556.93,None,11,None,Switzerland,*,161,9051,SBB CFF FFS,None,"8.56970913149, 47.3373311872","8.57593938464, 47.3268510555"
SBB_GDMF_GD,SBB,44,Zug - Walchwil - Arth-Goldau,STRECKE,GDMF,Goldau Mühlefluh (Verzw),GD,Arth-Goldau,33525,Arth,Ident,2240,498.1,683998.01,212551.06,*,11,None,Switzerland,None,1362,1362,SBB CFF FFS,None,"8.54429104892, 47.0586616383","8.54948198675, 47.0491516309"
SBB_WCHO_WCHW,SBB,44,Zug - Walchwil - Arth-Goldau,STRECKE,WCHO,Walchwil Hörndli,WCHW,Walchwil,37638,Walchwil,Ident,17112,439.3,680939.62,218040.11,None,11,None,Switzerland,*,1710,1710,SBB CFF FFS,None,"8.50502048248, 47.1084112861","8.51692057421, 47.0986814635"
SBB_ZGFR_ZGO,SBB,44,Zug - Walchwil - Arth-Goldau,STRECKE,ZGFR,Zug Fridbach,ZGO,Zug Oberwil,40666,Zug,Ident,15994,429.3,681416.59,223401.27,None,11,None,Switzerland,*,1711,1711,SBB CFF FFS,None,"8.51227015546, 47.1565710814","8.50991023489, 47.1476711197"
SBB_ZGPP_ZGCA,SBB,44,Zug - Walchwil - Arth-Goldau,STRECKE,ZGPP,Zug Postplatz,ZGCA,Zug Casino,40666,Zug,Ident,2300,426.6,681750.56,224706.73,None,11,None,Switzerland,*,1711,1711,SBB CFF FFS,None,"8.51691019621, 47.1682711121","8.51518010458, 47.1623110742"
SBB_AL_RYN,SBB,45,Arth-Goldau - Erstfeld,STRECKE,AL,Altdorf,RYN,Rynächt Nord,45820,Altdorf (UR),Ident,5113,447.4,690936.76,192315.28,None,11,*,Switzerland,*,1201,1201,SBB CFF FFS,None,"8.63156262811, 46.875743278","8.63545268679, 46.8633433923"
SBB_FL_AL,SBB,45,Arth-Goldau - Erstfeld,STRECKE,FL,Flüelen,AL,Altdorf,45822,Flüelen,Ident,5112,435.8,690338.19,195194.69,None,11,*,Switzerland,*,1207,1207,SBB CFF FFS,None,"8.62428235233, 46.9017229681","8.63156262811, 46.875743278"
SBB_SK_GRUO,SBB,45,Arth-Goldau - Erstfeld,STRECKE,SK,Sisikon,GRUO,Gruonbach (Spw),46110,Sisikon,Ident,5111,445.9,689987.32,200473.88,None,11,None,Switzerland,*,1217,1217,SBB CFF FFS,None,"8.62072173195, 46.9492526162","8.62387227376, 46.915162866"
SBB_STN_SCHW,SBB,45,Arth-Goldau - Erstfeld,STRECKE,STN,Steinen,SCHW,Schwyz,61174,Steinen,Ident,5005,467,688812.32,211398.19,None,11,None,Switzerland,*,1373,1373,SBB CFF FFS,None,"8.60742634218, 47.0476651004","8.63213124211, 47.0263912291"
SBB_MAG_SN,SBB,46,Giubiasco - Pino Transito,STRECKE,MAG,Magadino-Vira,SN,S. Nazzaro,4840,Gambarogno,Ident,5406,214.9,709060.92,111407.6,None,11,*,Switzerland,*,5398,5398,SBB CFF FFS,None,"8.85017824247, 46.1453277689","8.80704927575, 46.1351678939"
SBB_BISS_MDE,SBB,48,Lugano - Chiasso,STRECKE,BISS,Bissone (B),MDE,Melide,54274,Bissone,Ident,15530,283.6,718408.47,89206.8,*,11,None,Switzerland,None,5154,5154,SBB CFF FFS,None,"8.96553839359, 45.9440807178","8.9483585884, 45.9557305543"
SBB_MOSM_CAP,SBB,48,Lugano - Chiasso,STRECKE,MOSM,Mendrisio S. Martino,CAP,Capolago-Riva S. Vitale,54269,Mendrisio,Ident,18475,317.7,719910.03,81851.17,None,11,*,Switzerland,*,5254,5254,SBB CFF FFS,None,"8.98302897632, 45.8776624126","8.97889868514, 45.9028618255"
SBB_SMAC_LGPC,SBB,48,Lugano - Chiasso,STRECKE,SMAC,San Martino (cambio),LGPC,Lugano Paradiso (c bin),57236,Melide,div,19621,281.5,717549.07,92852.65,*,11,None,Switzerland,None,5192,5198,SBB CFF FFS,None,"8.95536800724, 45.9770204743","8.95095804869, 45.9891300449"
SBB_BAA_BAAN,SBB,50,Rotkreuz - Zug - Thalwil,STRECKE,BAA,Baar,BAAN,Baar Neufeld,121149,Baar,Ident,2206,444,682189.55,227724.83,None,11,*,Switzerland,*,1701,1701,SBB CFF FFS,None,"8.52324986646, 47.1953611261","8.51774986986, 47.1884811029"
SBB_BAAL_ZG,SBB,50,Rotkreuz - Zug - Thalwil,STRECKE,BAAL,Baar Lindenpark,ZG,Zug,141266,Zug,div,15993,428.3,681736.94,226358.77,None,11,None,Switzerland,*,1701,1711,SBB CFF FFS,None,"8.5170299976, 47.1831310748","8.51529011357, 47.173621036"
SBB_TW_ORDD,SBB,50,Rotkreuz - Zug - Thalwil,STRECKE,TW,Thalwil,ORDD,Oberrieden Dorf,76690,Thalwil,Ident,3202,435.1,685172.78,238953.54,None,11,*,Switzerland,*,141,141,SBB CFF FFS,None,"8.564739347, 47.2959707417","8.57761939372, 47.2767206916"
SBB_ZAU_ZKOL,SBB,52,Zürich Au - Nidelbad - Thalwil Nord,STRECKE,ZAU,Zürich Aussersihl (Abzw),ZKOL,Zürich Kollerwiese (Spw),95890,Zürich,Ident,15482,403.2,681665.09,248120.92,*,11,None,Switzerland,None,261,261,SBB CFF FFS,None,"8.5200385983, 47.3788610064","8.51894877009, 47.3660910355"
SBB_ZKOL_NIDB,SBB,52,Zürich Au - Nidelbad - Thalwil Nord,STRECKE,ZKOL,Zürich Kollerwiese (Spw),NIDB,Nidelbad (Abzw),95887,Zürich,Ident,3024,440.2,681602.34,246700.13,*,11,None,Switzerland,None,261,261,SBB CFF FFS,None,"8.51894877009, 47.3660910355","8.54127919963, 47.3122010011"
SBB_FRB_PF,SBB,53,Thalwil - Pfäffikon - Ziegelbrücke,STRECKE,FRB,Freienbach SBB,PF,Pfäffikon SZ,102825,Freienbach,Ident,3210,410.1,699817.28,229322.3,None,11,*,Switzerland,*,1322,1322,SBB CFF FFS,None,"8.75618974092, 47.2073013015","8.77809984072, 47.2029913656"
SBB_PF_ALTD,SBB,53,Thalwil - Pfäffikon - Ziegelbrücke,STRECKE,PF,Pfäffikon SZ,ALTD,Altendorf,76518,Freienbach,Ident,3209,412.1,701485.19,228871.31,None,11,*,Switzerland,*,1322,1322,SBB CFF FFS,None,"8.77809984072, 47.2029913656","8.82288014, 47.1939612726"
SBB_BU_RAEF,SBB,54,Ziegelbrücke / Buchs - Sargans - Chur,STRECKE,BU,Buchs SG,RAEF,Räfis-Burgerau,34999,Buchs (SG),Ident,9404,447.7,754650.48,226171.34,None,11,*,Switzerland,*,3271,3271,SBB CFF FFS,None,"9.47862294227, 47.168412175","9.4851623323, 47.1499519172"
SBB_MH_TIEF,SBB,54,Ziegelbrücke / Buchs - Sargans - Chur,STRECKE,MH,Mühlehorn,TIEF,Tiefenwinkel (Verzw),55360,Glarus Nord,Ident,9418,426.2,731609.05,219993.16,None,11,*,Switzerland,*,1630,1630,SBB CFF FFS,None,"9.17299008887, 47.1178418239","9.18900069583, 47.1157122693"
SBB_SEV_WEI,SBB,54,Ziegelbrücke / Buchs - Sargans - Chur,STRECKE,SEV,Sevelen,WEI,Weite,34992,Sevelen,Ident,9406,458.2,755927.83,221418.02,None,11,*,Switzerland,*,3275,3275,SBB CFF FFS,None,"9.49382246625, 47.1253716981","9.5015917272, 47.0914713712"
SBB_WAL_FMS,SBB,54,Ziegelbrücke / Buchs - Sargans - Chur,STRECKE,WAL,Walenstadt,FMS,Flums,52122,Walenstadt,Ident,9414,426.4,742223.18,220463.11,None,11,*,Switzerland,*,3298,3298,SBB CFF FFS,None,"9.31296104491, 47.1198721746","9.34791199415, 47.096612204"
SBB_LGB_LU,SBB,55,Ziegelbrücke - Glarus - Linthal,STRECKE,LGB,Leuggelbach,LU,Luchsingen-Hätzingen,15593,Glarus Süd,Ident,3235,553.7,722367.04,203995.08,None,11,None,Switzerland,*,1631,1631,SBB CFF FFS,None,"9.04691206175, 46.9757424931","9.03900214589, 46.9650626505"
SBB_LU_DSB,SBB,55,Ziegelbrücke - Glarus - Linthal,STRECKE,LU,Luchsingen-Hätzingen,DSB,Diesbach-Betschwanden,15594,Glarus Süd,Ident,3236,567.6,721789.51,202795.73,None,11,None,Switzerland,*,1631,1631,SBB CFF FFS,None,"9.03900214589, 46.9650626505","9.02435218406, 46.9461727924"
SBB_RUET_LINB,SBB,55,Ziegelbrücke - Glarus - Linthal,STRECKE,RUET,Rüti GL,LINB,Linthal Braunwaldbahn,15593,Glarus Süd,Ident,3238,625.3,719880.75,199363.5,None,11,None,Switzerland,*,1631,1631,SBB CFF FFS,None,"9.01302201857, 46.9345428294","9.00247199712, 46.9283928155"
SBB_FISH_JE,SBB,56,Opfikon Süd - Bülach - Eglisau - Schaffhausen RB,STRECKE,FISH,Fischerhölzli,JE,Jestetten,55944,Neuhausen am Rheinfall,Ident,18156,415.6,687549.63,281032.44,*,11,None,Switzerland,None,2937,2937,SBB CFF FFS,None,"8.60442550488, 47.6740724228","8.57325556079, 47.654402402"
SBB_GF_BUE,SBB,56,Opfikon Süd - Bülach - Eglisau - Schaffhausen RB,STRECKE,GF,Glattfelden,BUE,Bülach,68574,Bülach,Ident,3401,409.7,681704.45,266990.16,None,11,None,Switzerland,*,53,53,SBB CFF FFS,None,"8.52401558537, 47.5485498316","8.53617621487, 47.5239400689"
SBB_JES_LOT,SBB,56,Opfikon Süd - Bülach - Eglisau - Schaffhausen RB,STRECKE,JES,Jestetten Süd,LOT,Lottstetten,45826,Jestetten,None,18155,438,684760.4,277456.34,None,11,*,Germany,None,None,83375002060,SBB CFF FFS,None,"8.56660502625, 47.6422813133","8.56678472917, 47.6257309857"
SBB_LOT_RZ,SBB,56,Opfikon Süd - Bülach - Eglisau - Schaffhausen RB,STRECKE,LOT,Lottstetten,RZ,Rafz,45826,Lottstetten,None,3420,448,684800.36,275616.46,None,11,None,Germany,*,None,83375002070,SBB CFF FFS,None,"8.56678472917, 47.6257309857","8.54340479276, 47.6037905178"
SBB_NHRH_NH,SBB,56,Opfikon Süd - Bülach - Eglisau - Schaffhausen RB,STRECKE,NHRH,Neuhausen Rheinfall,NH,Neuhausen,55944,Neuhausen am Rheinfall,Ident,18924,402,688517.25,281667.44,None,11,None,Switzerland,*,2937,2937,SBB CFF FFS,None,"8.61743536142, 47.6796525207","8.6248953721, 47.6831324875"
SBB_RZ_HUEW,SBB,56,Opfikon Süd - Bülach - Eglisau - Schaffhausen RB,STRECKE,RZ,Rafz,HUEW,Hüntwangen-Wil,54894,Rafz,Ident,3404,423.6,683077.43,273152.11,None,11,*,Switzerland,*,67,67,SBB CFF FFS,None,"8.54340479276, 47.6037905178","8.5128054609, 47.5812602425"
SBB_TALR_GLB,SBB,56,Opfikon Süd - Bülach - Eglisau - Schaffhausen RB,STRECKE,TALR,Tankanlage Rümlang,GLB,Glattbrugg,83753,Rümlang,Ident,15476,429.7,683795.63,254577.71,*,11,None,Switzerland,None,97,97,SBB CFF FFS,None,"8.54945786328, 47.4366611012","8.55881809975, 47.4308211164"
SBB_BUHW_BUDI,SBB,57,Wettingen / Killwangen - Würenlos - Zürich Oerlikon,STRECKE,BUHW,Buchs-Dällikon Hofwisen(Verzw),BUDI,Buchs-Dällikon Industrie,28103,Buchs (ZH),Ident,19602,422.8,674146.01,256414.75,*,11,None,Switzerland,None,83,83,SBB CFF FFS,None,"8.4218574234, 47.4543400112","8.41972734807, 47.4544900459"
SBB_OF_OFI,SBB,57,Wettingen / Killwangen - Würenlos - Zürich Oerlikon,STRECKE,OF,Otelfingen,OFI,Otelfingen Industrie,28108,Otelfingen,Ident,3528,426.7,671554.24,256448.44,None,11,None,Switzerland,*,94,94,SBB CFF FFS,None,"8.38749736813, 47.4549299303","8.39819379346, 47.4561026832"
SBB_STMR_DI,SBB,58,Oberglatt - Niederweningen,STRECKE,STMR,Steinmaur,DI,Dielsdorf,28914,Steinmaur,Ident,3316,450.7,675977.97,260400.96,None,11,*,Switzerland,*,101,101,SBB CFF FFS,None,"8.44682704932, 47.4899799539","8.4594070414, 47.48240997"
SBB_TG_SIIN,SBB,59,Turgi - Koblenz Grenze,STRECKE,TG,Turgi,SIIN,Siggenthal Industrie,32910,Turgi,Ident,3503,341.6,661402.05,260428.36,None,11,*,Switzerland,*,4042,4042,SBB CFF FFS,None,"8.253428543, 47.4917488491","8.23997810748, 47.5174987186"
SBB_KAAG_WK,SBB,60,Koblenz - Eglisau,STRECKE,KAAG,Kaiserstuhl AG,WK,Weiach-Kaiserstuhl,13554,Fisibach,div,3413,368.4,673785.05,268875.23,None,11,None,Switzerland,*,4308,4306,SBB CFF FFS,None,"8.41913566439, 47.5664396393","8.42551566297, 47.5636495955"
SBB_RUEN_KAAG,SBB,60,Koblenz - Eglisau,STRECKE,RUEN,Rümikon AG,KAAG,Kaiserstuhl AG,13554,Rümikon,Ident,3415,353.4,670362.71,268715.58,None,11,*,Switzerland,*,4317,4317,SBB CFF FFS,None,"8.37363606945, 47.5653795269","8.41913566439, 47.5664396393"
SBB_BIR_BOSN,SBB,61,Zürich Altstetten - Kollermühle,STRECKE,BIR,Birmensdorf ZH,BOSN,Bonstetten Nord (Spw),52535,Birmensdorf (ZH),Ident,2221,487.8,675464.89,245655.88,None,11,None,Switzerland,*,242,242,SBB CFF FFS,None,"8.43752903208, 47.3574308424","8.46663945308, 47.3342111395"
SBB_BIRI_BIR,SBB,61,Zürich Altstetten - Kollermühle,STRECKE,BIRI,Birmensdorf Industrie,BIR,Birmensdorf ZH,53190,Birmensdorf (ZH),Ident,2243,479,675010.34,246406.21,None,11,*,Switzerland,None,242,242,SBB CFF FFS,None,"8.43163861586, 47.3642308705","8.43752903208, 47.3574308424"
SBB_LONA_LONB,SBB,1,Genève Aéroport - Lausanne,STRECKE,LONA,Lonay A (bif),LONB,Lonay B (bif),121538,Lonay,Ident,15336,387.9,529591.18,152892.31,None,11,*,Switzerland,None,5638,5638,SBB CFF FFS,None,"6.52102645356, 46.523614557","6.52433645018, 46.5248047576"
SBB_STJ_LON,SBB,1,Genève Aéroport - Lausanne,STRECKE,STJ,Morges-St-Jean,LON,Lonay-Préverenges,121566,Morges,Ident,1047,382.3,528588.12,152301.56,None,11,None,Switzerland,*,5642,5642,SBB CFF FFS,None,"6.5080466068, 46.5181943179","6.51954651724, 46.5231245197"
SBB_STP_TOL,SBB,1,Genève Aéroport - Lausanne,STRECKE,STP,St-Prex,TOL,Tolochenaz,122383,Saint-Prex,Ident,1036,395.3,524537.15,148361.05,None,11,*,Switzerland,*,5646,5646,SBB CFF FFS,None,"6.45590656797, 46.4823045996","6.47500644474, 46.4968347162"
SBB_TAN_COP,SBB,1,Genève Aéroport - Lausanne,STRECKE,TAN,Tannay,COP,Coppet,126100,Tannay,Ident,1015,392.3,503126.61,129249.13,None,11,None,Switzerland,*,5729,5729,SBB CFF FFS,None,"6.18111951391, 46.3076442488","6.18782958591, 46.317394283"
SBB_SY_ZIM,SBB,3,La Plaine Frontière - Genève,STRECKE,SY,Satigny,ZIM,Zimeysa,40988,Satigny,Ident,1003,414.4,491878.3,119055.01,None,11,None,Switzerland,*,6638,6638,SBB CFF FFS,None,"6.03749960767, 46.2142381831","6.06572961816, 46.2212782881"
SBB_BEX_PDS,SBB,4,Lausanne - St. Maurice,STRECKE,BEX,Bex,PDS,Les Paluds,41516,Bex,Ident,1402,411.2,566225,122319.73,None,11,*,Switzerland,*,5402,5402,SBB CFF FFS,None,"7.00067757664, 46.2514571676","7.00041759556, 46.2295671736"
SBB_LS_PU,SBB,4,Lausanne - St. Maurice,STRECKE,LS,Lausanne,PU,Pully,82676,Lausanne,Ident,1120,447,537875.23,152041.78,None,11,*,Switzerland,*,5586,5586,SBB CFF FFS,None,"6.62909603293, 46.5167856863","6.65946583109, 46.5109257619"
SBB_PDS_SM,SBB,4,Lausanne - St. Maurice,STRECKE,PDS,Les Paluds,SM,St-Maurice,66507,Massongex,Ident,1440,411.6,566191.32,119886.47,None,11,*,Switzerland,None,6215,6215,SBB CFF FFS,None,"7.00041759556, 46.2295671736","7.00204809273, 46.2163671302"
SBB_ST_BEX,SBB,4,Lausanne - St. Maurice,STRECKE,ST,St-Triphon,BEX,Bex,41466,Ollon,Ident,1401,390.9,564023.71,125370.64,None,11,*,Switzerland,None,5409,5409,SBB CFF FFS,None,"6.97189763945, 46.278787017","7.00067757664, 46.2514571676"
SBB_VEY_VIL,SBB,4,Lausanne - St. Maurice,STRECKE,VEY,Veytaux-Chillon,VIL,Villeneuve,60062,Lac Léman (VD),div,1302,380.2,560729.72,140824.48,None,11,None,Switzerland,*,5891,9758,SBB CFF FFS,None,"6.92785479694, 46.4176161625","6.92699529604, 46.3983659969"
SBB_VV_TOUR,SBB,4,Lausanne - St. Maurice,STRECKE,VV,Vevey,TOUR,La Tour-de-Peilz,59839,Vevey,Ident,1200,385.8,554278.58,145914.87,None,11,*,Switzerland,*,5890,5890,SBB CFF FFS,None,"6.84344455538, 46.4629962321","6.85952442867, 46.4554463228"
SBB_MAS_PDS,SBB,5,Les Paludes - Monthey,STRECKE,MAS,Massongex,PDS,Les Paluds,24991,Massongex,Ident,1420,398.9,565059.34,121185.79,None,11,*,Switzerland,*,6215,6215,SBB CFF FFS,None,"6.98564768557, 46.2411971485","7.00041759556, 46.2295671736"
SBB_BY_VU,SBB,6,Renens - Yverdon - Neuchâtel - Biel,STRECKE,BY,Bussigny,VU,Vufflens-la-Ville,75655,Bussigny,Ident,1117,407.5,531983.73,155529.6,None,11,*,Switzerland,*,5624,5624,SBB CFF FFS,None,"6.55181586177, 46.547584894","6.53076571753, 46.5762445117"
SBB_CORN_CRNE,SBB,6,Renens - Yverdon - Neuchâtel - Biel,STRECKE,CORN,Cornaux,CRNE,Cressier NE,46427,Cornaux,Ident,4223,435.3,568439.54,209808.42,None,11,*,Switzerland,*,6451,6451,SBB CFF FFS,None,"7.02337087829, 47.0385547311","7.0395405529, 47.0519348681"
SBB_EP_YV,SBB,6,Renens - Yverdon - Neuchâtel - Biel,STRECKE,EP,Ependes,YV,Yverdon-les-Bains,57528,Ependes (VD),Ident,1110,440,536501.46,177584.54,None,11,*,Switzerland,*,5914,5914,SBB CFF FFS,None,"6.60766420688, 46.7464143429","6.64115352043, 46.7818744763"
SBB_LD_NV,SBB,6,Renens - Yverdon - Neuchâtel - Biel,STRECKE,LD,Le Landeron,NV,La Neuveville,46376,Le Landeron,Ident,4225,437.6,571714.86,211800.87,None,11,None,Switzerland,*,6455,6455,SBB CFF FFS,None,"7.06634079964, 47.0566249315","7.09523052978, 47.0628250065"
SBB_NE_NEMA,SBB,6,Renens - Yverdon - Neuchâtel - Biel,STRECKE,NE,Neuchâtel,NEMA,Neuchâtel Est (bif),86913,Neuchâtel,Ident,4221,479.4,561747.64,205197.37,None,11,*,Switzerland,*,6458,6458,SBB CFF FFS,None,"6.93571352774, 46.9967255727","6.94537333256, 47.0004756709"
SBB_NEMA_SBL,SBB,6,Renens - Yverdon - Neuchâtel - Biel,STRECKE,NEMA,Neuchâtel Est (bif),SBL,St-Blaise CFF,46411,Neuchâtel,Ident,4242,479.5,562484.99,205609.59,None,11,*,Switzerland,None,6458,6458,SBB CFF FFS,None,"6.94537333256, 47.0004756709","6.98212262418, 47.0145653777"
SBB_NV_CHAV,SBB,6,Renens - Yverdon - Neuchâtel - Biel,STRECKE,NV,La Neuveville,CHAV,Chavannes,46376,Bielersee (BE),div,4226,433.3,573912.8,212480.1,None,11,None,Switzerland,*,723,9149,SBB CFF FFS,None,"7.09523052978, 47.0628250065","7.13206950358, 47.0826350646"
SBB_RENO_BY,SBB,6,Renens - Yverdon - Neuchâtel - Biel,STRECKE,RENO,Renens VD Ouest (bif),BY,Bussigny,63241,Ecublens (VD),Ident,15355,414,533529.93,154756.33,None,11,*,Switzerland,None,5635,5635,SBB CFF FFS,None,"6.57208574511, 46.5407850027","6.55181586177, 46.547584894"
SBB_VAU_GOR,SBB,6,Renens - Yverdon - Neuchâtel - Biel,STRECKE,VAU,Vaumarcus,GOR,Gorgier-St-Aubin,32083,La Grande-Béroche,Ident,4204,446.2,548084.96,192061.07,None,11,None,Switzerland,*,6417,6417,SBB CFF FFS,None,"6.75759512351, 46.8776359333","6.78103474654, 46.8990655241"
SBB_HAE_WBOL,SBB,8,Solothurn - Olten,STRECKE,HAE,Hägendorf,WBOL,Wangen bei Olten,43385,Hägendorf,Ident,215,428,630627.33,242233.65,None,11,*,Switzerland,*,2579,2579,SBB CFF FFS,None,"7.84381405913, 47.3302573476","7.8683435601, 47.3413875024"
SBB_LUT_DN,SBB,8,Solothurn - Olten,STRECKE,LUT,Luterbach-Attisholz,DN,Deitingen,42968,Luterbach,Ident,208,429.4,610975.03,229588.25,None,11,*,Switzerland,*,2527,2527,SBB CFF FFS,None,"7.58351562702, 47.2171365079","7.61890540708, 47.2182167128"
SBB_SO_LUT,SBB,8,Solothurn - Olten,STRECKE,SO,Solothurn,LUT,Luterbach-Attisholz,43488,Solothurn,Ident,207,432,607884.18,228142.51,None,11,*,Switzerland,*,2601,2601,SBB CFF FFS,None,"7.54268657024, 47.2041763656","7.58351562702, 47.2171365079"
SBB_WBOL_OLH,SBB,8,Solothurn - Olten,STRECKE,WBOL,Wangen bei Olten,OLH,Olten Hammer,43388,Wangen bei Olten,Ident,216,417.9,632474.68,243480.94,None,11,*,Switzerland,*,2586,2586,SBB CFF FFS,None,"7.8683435601, 47.3413875024","7.89770326635, 47.348547665"
SBB_DAY_BRT,SBB,9,Daillens - Vallorbe Frontière,STRECKE,DAY,Le Day,BRT,Bretonnières,18960,Vallorbe,Ident,1104,787,520630.16,174535.28,None,11,*,Switzerland,*,5764,5764,SBB CFF FFS,None,"6.40051544982, 46.7172833571","6.47473518659, 46.7150539002"
SBB_VAL_DAY,SBB,9,Daillens - Vallorbe Frontière,STRECKE,VAL,Vallorbe,DAY,Le Day,31667,Vallorbe,Ident,1103,806.3,518333.08,174023.63,None,11,*,Switzerland,*,5764,5764,SBB CFF FFS,None,"6.37056558895, 46.7124034589","6.40051544982, 46.7172833571"
